price,signal
69952.5,0
69952.5,0
69952.5,0
69952.5,0
69952.4,0
69952.5,0
69952.4,0
69952.4,0
69952.4,0
69949.1,0
69936.3,0
69931,0
69930.9,0
69930.9,0
69931,0
69931,0
69930.9,0
69930.9,0
69931,0
69930.9,0
69930.9,0
69930.9,0
69930.9,0
69930.9,0
69928.7,0
69926.9,0
69926.8,0
69926.9,0
69926.8,0
69926.9,0
69926.9,0
69925.9,0
69925.9,0
69923.9,0
69917.2,0
69917.2,0
69917.1,0
69900.1,0
69900,0
69900.1,0
69901,0
69907.3,0
69907.3,0
69907.3,0
69907.3,0
69900.5,0
69900.5,0
69900.5,0
69900.5,0
69887.4,0
69887.4,0
69887.4,0
69887.5,0
69891.4,0
69891.4,0
69891.5,0
69893.7,0
69903.1,0
69907.2,0
69907.3,0
69913.8,0
69917,0
69917.1,0
69917.1,0
69917.1,0
69921.5,0
69921.6,0
69921.5,0
69921.5,0
69921.6,0
69921.5,0
69921.5,0
69921.5,0
69921.6,0
69921.5,0
69921.5,0
69921.5,0
69921.6,0
69929.4,0
