signal,pc_ch
0,1.4315982364010438e-06
0,6.299023221911781e-05
0,0.0
0,0.0
0,0.0
0,-0.00011595198728830969
0,-1.4316720210461042e-06
0,1.43167407062883e-06
0,0.0001403038580698457
0,0.0
0,0.0
0,1.4314711802576596e-06
0,5.2964357849960564e-05
0,2.7196473046720016e-05
0,0.0
0,1.4313543905686288e-06
0,-1.4313523417630591e-06
0,0.0
0,1.4313543905686288e-06
0,-1.4313523417630591e-06
0,1.4313543905686288e-06
0,4.7234627275960506e-05
0,1.4312847353981084e-06
0,3.578206717302912e-05
0,1.431231474668948e-06
0,-1.4312294261964453e-06
0,1.431231474668948e-06
0,-1.4312294261964453e-06
0,1.431231474668948e-06
0,0.0
0,0.0
0,0.0
0,0.0
0,-1.4312294261964453e-06
0,0.0
0,0.0
0,0.0
0,1.431231474668948e-06
0,0.0
0,0.0
0,-1.4312294261964453e-06
0,1.431231474668948e-06
0,-1.4312294261964453e-06
0,1.431231474668948e-06
0,0.0
0,0.0
0,0.0
0,0.0
0,-1.4312294261964453e-06
0,1.0018620321572413e-05
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,1.4312171354724512e-06
0,1.7174581047552095e-05
0,1.4311905072172948e-06
0,0.0
0,6.869704602707749e-05
0,0.0
0,-1.4310901472747162e-06
0,1.431092195414152e-06
0,0.0
0,0.0
0,0.0
0,-1.4310901472747162e-06
0,1.431092195414152e-06
0,-1.4310901472747162e-06
0,0.0
0,0.0
0,1.431092195414152e-06
0,0.0
0,-1.4310901472747162e-06
0,1.431092195414152e-06
0,-1.4310901472747162e-06
0,1.431092195414152e-06
0,-1.4310901472747162e-06
0,1.431092195414152e-06
0,0.00014883337531190755
0,4.0064561178665414e-05
0,0.0
0,-1.4308198598156352e-06
0,0.0
0,3.004726004762759e-05
0,0.0
0,-1.4307789161227547e-06
0,8.58468577913385e-06
0,1.4307686806436237e-06
0,0.0
0,0.0
0,0.0
0,0.0
0,-1.4307666335033886e-06
0,1.4307686806436237e-06
0,0.0
0,0.0
0,0.0
0,0.0
0,-1.4307666335033886e-06
0,0.0
0,0.0
0,1.4307686806436237e-06
0,-1.4307666335033886e-06
0,1.4307686806436237e-06
0,3.43383992009727e-05
0,0.0
0,-1.4307175049133036e-06
0,1.4307195519425164e-06
0,7.153587524144633e-05
0,0.00010443490701006475
0,1.4304657738328785e-06
0,-1.4304637275808219e-06
0,2.0026520835436656e-05
0,0.0
0,2.0026119782023954e-05
0,0.0
0,-1.4304084818839158e-06
0,0.0
0,1.4304105278029056e-06
0,0.0
0,0.0
0,0.0
0,-1.4304084818839158e-06
0,1.4304105278029056e-06
0,0.00011157186157628729
0,3.0035227030600353e-05
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,3.575514874132324e-05
0,9.009975329843378e-05
0,9.581173994122061e-05
0,-1.4298889692287986e-06
0,1.4298910138155208e-06
0,-1.4298889692287986e-06
0,1.2869019123451508e-05
0,2.0018216577044612e-05
0,1.0008907928016342e-05
0,0.00016443041304925465
0,1.42959461002512e-06
0,0.0
0,0.0
0,8.577555396849235e-06
0,0.0
0,2.7162025772353715e-05
0,0.0
0,0.0
0,0.0
0,-1.4295414746401391e-06
0,1.4295435182276606e-06
0,-1.4295414746401391e-06
0,0.0
0,0.0
0,-4.717493609929235e-05
0,-0.0001829902028761543
0,-7.578324847046236e-05
0,-1.4299809812934328e-06
0,0.0
0,1.4299830262132218e-06
0,0.0
0,-1.4299809812934328e-06
0,0.0
0,1.4299830262132218e-06
0,-1.4299809812934328e-06
0,0.0
0,0.0
0,0.0
0,0.0
0,-3.145962657413737e-05
0,-2.5740504256521746e-05
0,-1.4300648246701186e-06
0,1.4300668698119523e-06
0,-1.4300648246701186e-06
0,1.4300668698119523e-06
0,0.0
0,-1.4300648248366521e-05
0,0.0
0,-2.860170551965968e-05
0,-9.581845406214651e-05
0,0.0
0,-1.430263225521422e-06
0,-0.00024314509612100021
0,-1.43061311796977e-06
0,1.4306151645548937e-06
0,1.2875518060617708e-05
0,9.012746598768828e-05
0,0.0
0,0.0
0,0.0
0,-9.72716726294065e-05
0,0.0
0,0.0
0,0.0
0,-0.00018740924599980335
0,0.0
0,0.0
0,1.430873090235707e-06
0,5.580397066706766e-05
0,0.0
0,1.4307911990751876e-06
0,3.147736133857215e-05
0,0.00013448994687670357
0,5.865262055615439e-05
0,1.4304678201959575e-06
0,9.298027530735276e-05
0,4.5770648999132746e-05
0,1.4302673170263347e-06
0,0.0
0,0.0
0,6.293167193716087e-05
0,1.4301752679912738e-06
0,-1.4301732226273955e-06
0,0.0
0,1.4301752679912738e-06
0,-1.4301732226273955e-06
0,0.0
0,0.0
0,1.4301752679912738e-06
0,-1.4301732226273955e-06
0,0.0
0,0.0
0,1.4301752679912738e-06
0,0.0001115535113611621
0,2.1450205492934415e-05
0,1.4299830262132218e-06
0,0.0
0,0.0
0,0.0
0,1.4299809812490238e-05
0,0.00012869644797808277
0,1.4297765260629092e-06
0,9.865443923517958e-05
0,-1.4296334420738077e-06
0,-4.8607606518480395e-05
0,0.0
0,1.4297049804046225e-06
0,-5.146930570776309e-05
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,1.4297765260629092e-06
0,-1.429774481809254e-06
0,1.4297765260629092e-06
0,0.0
0,-7.148872408380136e-06
0,0.0
0,-0.00015870610203527757
0,-3.718030301957942e-05
0,-7.865356536607138e-05
0,0.0
0,-4.290531940154274e-05
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,-1.4302386781572807e-06
0,-0.00010869829501014561
0,-7.151981027186949e-06
0,-9.726763762663015e-05
0,-0.00018740147117290995
0,-1.4308137181728853e-06
0,0.0
0,-1.71697891835354e-05
0,0.0
0,0.0
0,-1.4308403326612762e-06
0,0.0
0,1.4308423799125336e-06
0,-1.4308403326612762e-06
0,0.0
0,0.0
0,0.0
0,0.0
0,-4.721779853433805e-05
0,-0.00019746557230682082
0,6.011008733142198e-05
0,0.0
0,-1.4311065316130467e-06
0,1.4311085796414602e-06
0,-1.4311065316130467e-06
0,1.4311085796414602e-06
0,-1.4311065316130467e-06
0,1.4311085796414602e-06
0,4.5795409010285226e-05
0,0.0
0,0.0
0,-1.4310409963691484e-06
0,1.4310430442865396e-06
0,0.0
0,-1.4310409963691484e-06
0,1.4310430442865396e-06
0,-1.4310409963691484e-06
0,1.4310430442865396e-06
0,0.0
0,0.00010589703373842241
0,0.0
0,-1.4308894695780339e-06
0,5.294298612756876e-05
0,1.4308157654241427e-06
0,-1.4308137181728853e-06
0,2.432386800998998e-05
0,0.0
0,1.4307809632629898e-06
0,-1.4307789161227547e-06
0,1.4307809632629898e-06
0,2.1461683740620074e-05
0,0.0
0,0.0
0,0.0
0,0.0
0,-0.0001001523746843036
0,-3.1479613373019966e-05
0,0.0
0,1.430936562130114e-06
0,0.0
0,-1.4309345145457897e-06
0,0.0
0,0.0
0,1.430936562130114e-06
0,0.00012162943375049196
0,2.4322928366293795e-05
0,7.725918740497661e-05
0,0.0
0,0.0
0,-1.4306151645548937e-06
0,1.4306172113620619e-06
0,0.0
0,-1.4306151645548937e-06
0,-0.00022603751936678407
0,0.0
0,-1.4309406575208072e-06
0,1.4309427052161539e-06
0,0.0
0,-1.4309406575208072e-06
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,1.4309427052161539e-06
0,-1.4309406575208072e-06
0,0.0
0,1.4309427052161539e-06
0,0.00012592277785627992
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,-6.867650362185618e-05
0,-1.4308587585887267e-06
0,-3.2909798534874746e-05
0,0.0
0,0.0
0,0.0
0,1.430907896837752e-06
0,3.147992868357541e-05
0,0.0
0,1.430860805839984e-06
0,-1.4308587585887267e-06
0,0.0
0,-1.4308608059510064e-06
0,0.0
0,-5.580365127577647e-05
0,0.0
0,-5.437582279210762e-05
0,-1.43102051786137e-06
0,0.0
0,-1.4310225658897835e-06
0,0.0
0,-0.0001545506582714129
0,-1.431245813532378e-06
0,0.00011306858110371465
0,0.0001559883795811956
0,1.4308628533132861e-06
0,-1.4308608059510064e-06
0,0.0
0,0.0
0,0.0
0,0.0
0,1.4308628533132861e-06
0,0.0
0,0.0
0,-1.4308608059510064e-06
0,0.0
0,1.4308628533132861e-06
0,-1.4308608059510064e-06
0,0.0
0,1.4308628533132861e-06
0,0.0
0,-1.4308608059510064e-06
0,1.4308628533132861e-06
0,6.009615384616751e-05
0,2.432317197054168e-05
0,1.4307400217905553e-06
0,0.0
0,4.721435316334954e-05
0,0.0
0,-1.4306704265720782e-06
0,1.4306724733792464e-06
0,-1.4306704265720782e-06
0,0.0
0,1.4306724733792464e-06
0,0.0
0,0.0
0,-1.4306704265720782e-06
0,0.0
0,1.4306724733792464e-06
0,-1.4306704265720782e-06
0,1.4306724733792464e-06
0,-1.4306704265720782e-06
0,0.0
0,3.862815677879716e-05
0,1.4306172113620619e-06
0,0.00010157367668095496
0,2.4317987729283175e-05
0,1.4304350811400468e-05
0,0.0
0,1.4304146198629297e-06
0,0.0
0,8.582475443441595e-06
0,1.4304002975418229e-06
0,0.0
0,-1.4303982515118108e-06
0,0.0
0,0.0
0,1.4304002975418229e-06
0,0.0
0,-1.4303982515118108e-06
0,1.4304002975418229e-06
0,-1.4303982515118108e-06
0,0.0
0,1.4304002975418229e-06
0,0.0
0,-0.0002159901359737315
0,-2.002990178184838e-05
0,-1.4307359277321297e-06
0,0.0
0,-8.584427847879716e-05
0,-5.00801282051766e-05
0,-1.43093246718351e-06
0,-7.44085947650408e-05
0,-1.4310409963691484e-06
0,0.0
0,0.0
0,0.0
0,1.4310430442865396e-06
0,6.010372185127899e-05
0,6.582392957410477e-05
0,4.5787545787545625e-05
0,-1.4307952931336132e-06
0,0.0
0,1.2877176063907925e-05
0,0.0
0,-1.4307789161227547e-06
0,0.0
0,0.0
0,1.4307809632629898e-06
0,-1.4307789161227547e-06
0,0.0
0,0.0
0,1.4307809632629898e-06
0,7.153894580280706e-06
0,4.864613513611005e-05
0,0.0
0,1.4306990825385668e-06
0,0.0
0,-1.4306970357313986e-06
0,-6.72428568770922e-05
0,0.0
0,-4.57854493841614e-05
0,0.0
0,0.0
0,1.7170329670301854e-05
0,0.0
0,0.0
0,0.0
0,-2.7185888520575574e-05
0,0.0
0,-3.7202753576215386e-05
0,-2.861856744040825e-05
0,-7.584137418847892e-05
0,0.00014310778592219187
0,-1.4308730900136624e-06
0,0.0
0,1.4308751374869644e-06
0,0.0
0,-1.4308730900136624e-06
0,1.4308751374869644e-06
0,-1.4308730900136624e-06
0,0.0
0,0.0
0,-0.00010302300990305824
0,-1.4310225658897835e-06
0,0.0
0,1.4310246136961524e-06
0,-1.4310225658897835e-06
0,0.0
0,0.0
0,-5.008586147681182e-05
0,-7.727919973088415e-05
0,-2.8624137876742672e-05
0,-7.013114524168085e-05
0,-8.301819816158851e-05
0,0.0
0,0.0
0,0.0
0,0.0
0,1.4314670819803865e-06
0,-1.4314650329527723e-06
0,0.0
0,1.4314670819803865e-06
0,4.437541601953754e-05
0,0.0
0,1.4314015137628644e-06
0,-1.4313994648462725e-06
0,-5.8687462067941176e-05
0,-4.151308019884059e-05
0,-3.149398894286559e-05
0,-3.292657088360684e-05
0,-1.4316371773626102e-06
0,0.0
0,1.431639226945336e-06
0,-6.871858451173996e-05
0,-2.4339504590797922e-05
0,-0.0003450566694730428
0,1.43226462534507e-06
0,0.00013176815679249998
0,7.446784134912399e-05
0,0.0
0,0.0
0,-1.431967236675824e-06
0,0.0
0,0.0
0,0.0
0,0.0
0,1.4319692871467282e-06
0,-1.431967236675824e-06
0,1.4319692871467282e-06
0,0.0
0,0.0
0,5.727868946259207e-06
0,-1.4319590343481181e-06
0,0.0
0,0.0
0,0.0
0,-6.157432665609974e-05
0,0.0
0,0.0
0,-2.8640985249017703e-06
0,-1.4320533641143385e-06
0,-9.451565737772505e-05
0,-7.160953896345745e-05
0,-4.440109369929779e-05
0,0.0
0,0.0
0,0.0
0,1.432356943498192e-06
0,3.151180761751249e-05
0,-3.1510814654800434e-05
0,5.156477610124277e-05
0,-1.432281036328753e-06
0,0.0
0,1.4322830876878356e-06
0,0.00016184775711947097
0,3.723328082494426e-05
0,1.288796350129573e-05
0,0.000327922845052786
0,7.873294358140548e-05
0,-4.723604711565077e-05
0,-1.431462983925158e-06
0,0.0
0,1.4314650329527723e-06
0,0.0
0,6.584729725456206e-05
0,1.4313687322076163e-06
0,0.0
0,0.0
0,1.431366683180002e-06
0,0.0
0,-1.43136463426341e-06
0,1.431366683180002e-06
0,0.0
0,0.0
0,-1.43136463426341e-06
0,0.0
0,0.0
0,0.0
0,-6.870560079474952e-05
0,0.0
0,-7.01417866114662e-05
0,1.4315654452978777e-06
0,-1.4315633959371965e-06
0,0.0
0,1.4315654452978777e-06
0,-1.4315633959371965e-06
0,0.0
0,1.4315654452978777e-06
0,-1.4315633959371965e-06
0,1.4315654452978777e-06
0,-1.4315633959371965e-06
0,0.0
0,1.4315654452978777e-06
0,-1.4315633959371965e-06
0,1.4315654452978777e-06
0,0.00012740914225028988
0,1.4313810248189895e-06
0,9.017687550016973e-05
0,-1.4312499105884058e-06
0,0.0
0,0.0
0,1.4312519591719308e-06
0,-1.4312499105884058e-06
0,1.4312519591719308e-06
0,0.0
0,-1.4312499105884058e-06
0,-0.00013453768414839473
0,-0.00011022122975401505
0,8.875934478425052e-05
0,-1.4314752785349327e-06
0,0.0
0,1.431477327562547e-06
0,0.0
0,2.7198030289943276e-05
0,1.4314363463441282e-06
0,2.5765817349032716e-05
0,1.4313974159296805e-06
0,-1.4313953670130886e-06
0,1.4313974159296805e-06
0,0.0
0,3.4353488811644795e-05
0,1.4313461953463502e-06
0,-1.4313441465407806e-06
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,-3.578365488521307e-05
0,0.0
0,-5.582449922569843e-05
0,-8.30256849975175e-05
0,-1.4315961869293403e-06
0,1.4315982364010438e-06
0,0.0
0,-1.4315961869293403e-06
0,0.0
0,0.0
0,0.0
0,1.1452785890320172e-05
0,0.0
0,2.576847313218167e-05
0,1.5746994471266262e-05
0,0.0
0,0.0
0,-1.4315224096117518e-06
0,1.431524458972433e-06
0,-1.4315224096117518e-06
0,0.0
0,0.0
0,0.0
0,0.0
0,1.431524458972433e-06
0,-1.4315224096117518e-06
0,3.0062013639531315e-05
0,1.43148142583982e-06
0,-1.4314793768122058e-06
0,0.0
0,1.43148142583982e-06
0,-1.4314793768122058e-06
0,-7.01425898647079e-05
0,0.0
0,1.4315818406274161e-06
0,0.0
0,-1.4315797911557127e-06
0,0.0
0,1.4315818406274161e-06
0,0.0
0,-1.4315797911557127e-06
0,1.4315818406274161e-06
0,0.0
0,-1.4315797911557127e-06
0,0.0
0,1.4315818406274161e-06
0,0.0
0,2.863159582489061e-05
0,4.867231933625149e-05
0,0.00013026369092861145
0,1.431282687036628e-06
0,1.7175367660104968e-05
0,1.4312560561169363e-06
0,-1.4312540076444336e-06
0,1.4312560561169363e-06
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,-1.4312540076444336e-06
0,1.4312560561169363e-06
0,0.0
0,1.5743794082423435e-05
0,1.431231474668948e-06
0,-1.4312294261964453e-06
0,0.0
0,0.0
0,0.0
0,0.0
0,1.431231474668948e-06
0,-1.4312294261964453e-06
0,0.0
0,0.0
0,1.431231474668948e-06
0,2.289967081736677e-05
0,-2.003675313011488e-05
0,0.0
0,0.0
0,-0.00028624506585073206
0,-7.587666177055752e-05
0,0.0
0,1.4317437637689778e-06
0,0.0
0,-1.4317417138531852e-06
0,0.0
0,1.4317437637689778e-06
0,-1.4317417138531852e-06
0,1.4317437637689778e-06
0,-1.4317417138531852e-06
0,-5.1542775492463555e-05
0,-0.00010881813482865876
0,0.0
0,1.4319733883105812e-06
0,-5.4414910831135366e-05
0,-0.00011886008878714271
0,-4.8695462871783946e-05
0,-1.432289242320195e-06
0,-1.4322912935682552e-06
0,-1.4322933452604047e-06
0,0.0
0,-4.726574808788797e-05
0,0.0
0,0.0
0,0.0
0,0.0
0,-1.4323630982415736e-06
0,0.0001833427391977338
0,1.4321025845198676e-06
0,0.0
0,7.160502667247215e-06
0,3.8666437532253184e-05
0,0.0
0,1.002424435103677e-05
0,0.0
0,0.0
0,0.0
0,0.0
0,1.432020552361024e-06
0,-1.4320185017790976e-06
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,1.432020552361024e-06
0,0.0
0,0.0
0,-1.4320185017790976e-06
0,0.0
0,-1.4320205522500018e-06
0,0.0
0,0.0
0,0.0
0,0.0
0,1.4320226029429506e-06
0,0.0
0,-1.4320205522500018e-06
0,-7.1601130152698644e-06
0,0.0
0,1.4320328565187168e-06
0,-1.4320308057147457e-06
0,0.0
0,1.4320328565187168e-06
0,0.0
0,-1.4320308057147457e-06
0,1.4320328565187168e-06
0,0.0
0,0.0
0,-1.4320308057147457e-06
0,0.0
0,0.0
0,0.0
0,0.0
0,-0.00014606735136923898
0,-8.593452362193332e-05
0,0.0
0,1.4323651498227008e-06
0,0.00015326285151973096
0,4.869288253295245e-05
0,3.007355131390277e-05
0,1.4320308059367903e-06
0,-1.4320287552438415e-06
0,0.0
0,0.0
0,1.4320308059367903e-06
0,-1.4320287552438415e-06
0,-0.00010024215640924705
0,0.0
0,-8.449828783541058e-05
0,-4.8698043484396436e-05
0,0.0
0,1.4323651498227008e-06
0,-1.4323630982415736e-06
0,1.4323651498227008e-06
0,-1.4323630982415736e-06
0,0.0
0,-8.450954384908727e-05
0,0.0
0,1.4324862087633505e-06
0,-1.4324841568491564e-06
0,0.0
0,0.0
0,1.4324862087633505e-06
0,-1.4324841568491564e-06
0,0.0
0,-0.00015327602433501397
0,-0.00018338634344827742
0,0.0
0,6.448358677779709e-05
0,0.0
0,-1.4328761979154336e-06
0,0.0
0,0.0
0,1.4328782511618954e-06
0,-1.4328761979154336e-06
0,1.4328782511618954e-06
0,-1.4328761979154336e-06
0,0.0
0,0.0
0,1.4328782511618954e-06
0,0.0
0,-1.4328761979154336e-06
0,0.0
0,1.4328782511618954e-06
0,0.0
0,-1.4328761979154336e-06
0,0.0
0,0.0
0,-6.591239955533457e-05
0,-7.164863509345754e-05
0,0.0
0,1.4330753799196572e-06
0,0.0
0,-1.433073326118084e-06
0,0.0
0,1.4330753799196572e-06
0,-1.433073326118084e-06
0,1.4330753799196572e-06
0,0.0
0,-1.433073326118084e-06
0,1.4330753799196572e-06
0,0.0
0,0.0
0,-1.433073326118084e-06
0,-8.168529664653867e-05
0,-3.2963426361942716e-05
0,-0.00018918763974085095
1,-1.4335108975527255e-05
0,2.867062894762462e-05
0,0.0
0,5.447263323588025e-05
0,6.880378879503546e-05
0,1.433313649323864e-06
0,0.0
0,6.593233335960846e-05
0,9.74587627609047e-05
0,1.4330774336102081e-06
0,0.0
0,-1.4330753798086349e-06
0,1.4330774336102081e-06
0,1.2897678417722602e-05
0,1.4330568967046986e-06
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,-1.43305484312517e-06
0,1.4330568967046986e-06
0,0.0002579498717416584
0,0.0
0,0.0
0,0.00012034556369000526
0,2.005518039638332e-05
0,4.870446132865247e-05
0,0.0
0,2.5783459051575974e-05
0,4.870083364361122e-05
0,7.161538527755695e-06
0,1.4322974482006146e-06
0,0.0
0,-1.4322953967305097e-06
0,-1.8619866824831632e-05
0,0.0
0,-1.4323241178670898e-06
0,1.432326169448217e-06
0,0.0
0,0.0
0,-1.4323241178670898e-06
0,-6.15900252806112e-05
0,-5.013450371138539e-05
0,1.4324862087633505e-06
0,0.0
0,-1.4324841568491564e-06
0,1.4324862087633505e-06
0,0.0
0,-1.4324841568491564e-06
0,0.0
0,0.0
0,1.4324862087633505e-06
0,2.4352230664215213e-05
0,3.7243681108245497e-05
0,9.167333924420262e-05
0,6.301964350918787e-05
0,-1.4321743699863276e-06
0,0.0
0,0.0
0,5.871923326994377e-05
0,3.007393892717758e-05
0,-1.4320492626174186e-06
0,0.0
0,1.4320513133103674e-06
0,-1.4320492626174186e-06
0,1.4320513133103674e-06
0,-1.4320492626174186e-06
0,1.4320513133103674e-06
0,-1.4320492626174186e-06
0,0.0
0,-7.589871960278494e-05
0,-1.4321600124711509e-06
0,0.0
0,1.4321620636081889e-06
0,0.0
0,-0.00020766320179421704
0,0.0
0,1.43245748085441e-06
0,7.162277145744689e-05
0,4.153823236219267e-05
0,1.4322933450383601e-06
0,-1.4322912935682552e-06
0,0.0
0,1.4322933450383601e-06
0,0.0
0,0.0
0,0.0
0,0.0
0,2.5781243286226996e-05
0,-1.4322543684386346e-06
0,1.4322564199087395e-06
0,0.0
0,1.1458034947064988e-05
0,0.0
0,-1.4322379577880184e-06
0,1.4322400090360787e-06
0,-1.4322379577880184e-06
0,0.0
0,1.4322400090360787e-06
0,-1.4322379577880184e-06
0,-0.0001503852009504536
0,-1.4324554290512381e-06
0,1.43245748085441e-06
0,0.0
0,0.0
0,0.00013751572119846678
0,1.2890326239745065e-05
0,0.0
0,-1.4322400089250564e-06
0,-0.0001518176583988895
0,1.4324595329906487e-06
0,0.0
0,3.437897954583491e-05
0,0.0
0,1.4324082364680635e-06
0,0.0
0,7.448512159702325e-05
0,4.153668548689815e-05
0,6.158632038921752e-05
0,-1.4321518081450435e-06
0,0.0
0,0.0
0,1.4321538592820815e-06
0,0.0
0,-1.4321518081450435e-06
0,0.0
0,0.0
0,1.4321538592820815e-06
0,-1.4321518081450435e-06
0,-0.0002119587711545412
0,-1.4324574811874768e-06
0,8.021773384903064e-05
0,1.7188135602808075e-05
0,1.432320014593813e-06
0,0.0
0,-1.4323179630126859e-06
0,1.432320014593813e-06
0,4.296953889393329e-05
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,1.4322564199087395e-06
0,-1.4322543684386346e-06
0,1.4322564199087395e-06
0,0.0
0,-1.4322543684386346e-06
0,1.4322564199087395e-06
0,-1.4322543684386346e-06
0,1.4322564199087395e-06
0,0.0
0,3.007734173587906e-05
0,0.0
0,1.4322112911191454e-06
0,-1.432209239871085e-06
0,1.1457690330063386e-05
0,0.0
0,-1.4321948814677299e-06
0,1.4321969326047679e-06
0,0.0
0,0.0
0,0.0
0,-1.4321948814677299e-06
0,0.0
0,0.0
0,0.0
0,1.4321969326047679e-06
0,0.0
0,0.0
0,0.0
0,0.0
0,4.869462597523189e-05
0,2.57782526069672e-05
0,4.4394735070785174e-05
0,3.5800616343451e-05
0,4.009525486980969e-05
0,1.4319159753473087e-06
0,2.0046794946937396e-05
0,0.0
0,-1.4318852201711252e-06
0,1.431887270531007e-06
0,0.0
0,0.0
0,0.0001646668003092433
