1711756800,69899.2
1711756801,69899.1
1711756802,69899.1
1711756803,69894.2
1711756804,69894.1
1711756805,69894.1
1711756806,69894.1
1711756807,69885.7
1711756808,69885.8
1711756809,69891.8
1711756810,69892.3
1711756811,69892.4
1711756812,69925.4
1711756813,69925.4
1711756814,69925.3
1711756815,69930.8
1711756816,69930.7
1711756817,69930.8
1711756818,69930.7
1711756819,69932.3
1711756820,69932.3
1711756821,69932.3
1711756822,69932.3
1711756823,69932.2
1711756824,69932.2
1711756825,69932.2
1711756826,69932.2
1711756827,69932.3
1711756828,69932.3
1711756830,69932.3
1711756831,69932.3
1711756832,69921.8
1711756833,69912.8
1711756834,69912.9
1711756835,69912.9
1711756836,69912.8
1711756837,69912.9
1711756838,69912.8
1711756839,69912.8
1711756840,69912.8
1711756841,69912.8
1711756842,69912.8
1711756843,69912.9
1711756844,69912.8
1711756845,69912.9
1711756846,69912.8
1711756847,69912.8
1711756848,69912.8
1711756849,69912.8
1711756850,69912.8
1711756851,69912.8
1711756852,69912.9
1711756853,69912.8
1711756854,69912.8
1711756855,69912.9
1711756856,69912.9
1711756857,69922.4
1711756858,69922.5
1711756859,69922.4
1711756860,69922.4
1711756861,69922.5
1711756862,69922.4
1711756863,69922.4
1711756864,69922.4
1711756865,69921.5
1711756866,69914.9
1711756867,69914.9
1711756868,69911.6
1711756869,69911.6
1711756870,69911.6
1711756872,69911.6
1711756873,69896.1
1711756877,69896.1
1711756878,69906.5
1711756879,69906.6
1711756880,69906.5
1711756881,69906.5
1711756882,69906.6
1711756883,69906.9
1711756884,69906.9
1711756885,69906.9
1711756886,69906.9
1711756888,69906.9
1711756889,69906.9
1711756890,69906.6
1711756891,69906.6
1711756892,69898.1
1711756893,69898.0
1711756894,69898.1
1711756896,69898.1
1711756897,69883.0
1711756898,69880.0
1711756899,69880.1
1711756900,69880.0
1711756902,69880.1
1711756903,69880.0
1711756904,69866.3
1711756905,69866.3
1711756906,69866.3
1711756907,69866.3
1711756908,69866.3
1711756909,69866.3
1711756910,69866.3
1711756911,69866.4
1711756912,69873.2
1711756913,69872.3
1711756914,69870.5
1711756915,69870.4
1711756916,69870.5
1711756917,69872.8
1711756918,69872.9
1711756919,69872.8
1711756920,69872.9
1711756922,69878.3
1711756923,69869.2
1711756924,69872.4
1711756925,69872.3
1711756926,69869.2
1711756927,69869.2
1711756928,69869.3
1711756929,69869.1
1711756930,69860.0
1711756931,69855.0
1711756932,69854.9
1711756933,69854.9
1711756934,69850.1
1711756935,69850.1
1711756936,69852.9
1711756937,69852.9
1711756938,69853.0
1711756939,69857.9
1711756940,69858.0
1711756941,69852.1
1711756942,69852.1
1711756943,69852.1
1711756944,69850.1
1711756945,69850.1
1711756946,69850.0
1711756947,69845.8
1711756948,69845.8
1711756949,69845.9
1711756950,69845.9
1711756951,69845.9
1711756952,69845.8
1711756953,69845.9
1711756954,69835.6
1711756955,69835.7
1711756957,69835.7
1711756958,69835.7
1711756959,69835.7
1711756961,69835.6
1711756962,69835.7
1711756963,69835.6
1711756964,69835.7
1711756965,69835.7
1711756966,69835.6
1711756967,69835.6
